Date,ID,Return
2013-10-21,BBG000B9WH86,-0.0034762456546931775
2013-10-21,BBG000B9X8C0,-0.004459308807134965
2013-10-21,BBG000B9XG87,0.00520946385934451
2013-10-21,BBG000B9XRY4,0.024508243431782928
2013-10-21,BBG000B9ZXB4,-0.011531241619737287
2013-10-21,BBG000BB03M1,0.007522837184309461
2013-10-21,BBG000BB07P9,0.02321814254859622
2013-10-21,BBG000BB1TH9,-0.006347972535302504
2013-10-21,BBG000BB29X4,-0.005505133164707354
2013-10-21,BBG000BB2DM7,-0.001980198019801982
2013-10-21,BBG000BB5006,0.008550256507695142
2013-10-21,BBG000BB5373,0.014469453376205754
2013-10-21,BBG000BB5BF6,0.01429101707498126
2013-10-21,BBG000BB6G37,0.0018883759966430436
2013-10-21,BBG000BB6KF5,0.0026289180990899386
2013-10-21,BBG000BB6M98,0.001581444385872377
2013-10-21,BBG000BB6WG8,0.01683324566017852
2013-10-21,BBG000BB8PG1,-0.00517792222099811
2013-10-21,BBG000BB9KF2,-0.004016064257028051
2013-10-21,BBG000BBBNC6,-0.004256612952265093
2013-10-21,BBG000BBCDZ2,-0.0026263358087303956
2013-10-21,BBG000BBCQD7,0.00620395502132598
2013-10-21,BBG000BBD070,-0.0007137758743754885
2013-10-21,BBG000BBDV81,0.010959542963740132
2013-10-21,BBG000BBDZG3,-0.005736137667303964
2013-10-21,BBG000BBGGQ1,0.01662404092071612
2013-10-21,BBG000BBJQV0,0.0025300442757747454
2013-10-21,BBG000BBMSJ6,-0.0005336179295623023
2013-10-21,BBG000BBNYF6,0.0
2013-10-21,BBG000BBPFB9,-0.00997229916897513
2013-10-21,BBG000BBS2Y0,-0.011120973215684282
2013-10-21,BBG000BBVJZ8,0.03338079417813633
2013-10-21,BBG000BC15S7,-0.003846664013795076
2013-10-21,BBG000BC2C10,-0.018299364453210676
2013-10-21,BBG000BC40Y8,-0.014268117429685812
2013-10-21,BBG000BC4JJ4,0.004265359833015792
2013-10-21,BBG000BC9938,0.014982193294854396
2013-10-21,BBG000BCBCM7,0.004399748585795171
2013-10-21,BBG000BCG930,0.01412363973141928
2013-10-21,BBG000BCGY17,0.006494866959983359
2013-10-21,BBG000BCHG15,-0.002731643356643332
2013-10-21,BBG000BCJ161,-0.03556485355648542
2013-10-21,BBG000BCNYT9,-0.01585820895522383
2013-10-21,BBG000BCQZS4,-0.0014903129657225511
2013-10-21,BBG000BCSST7,-0.008570029382957922
2013-10-21,BBG000BCTLF6,-0.007518796992481147
2013-10-21,BBG000BCTQ65,-0.0010489510489509746
2013-10-21,BBG000BCVJ77,-0.011363636363636465
2013-10-21,BBG000BCVMH9,-0.010419043273252604
2013-10-21,BBG000BCWCG1,-0.003723528042820501
2013-10-21,BBG000BCYP43,0.012931726907630336
2013-10-21,BBG000BCZYD3,0.002003625608243409
2013-10-21,BBG000BD0TF8,0.0
2013-10-21,BBG000BD3LM4,-0.014585764294049008
2013-10-21,BBG000BD4VG8,0.008100810081008047
2013-10-21,BBG000BD6GP9,0.005394990366088592
2013-10-21,BBG000BD8PN9,0.004447268106734237
2013-10-21,BBG000BDDN94,-0.00872199779654792
2013-10-21,BBG000BDWKC5,0.001993355481727521
2013-10-21,BBG000BDXGP9,0.0
2013-10-21,BBG000BDY3Y7,-0.030371713508612674
2013-10-21,BBG000BF0K17,0.004121822761621319
2013-10-21,BBG000BF1R66,0.004853845324128914
2013-10-21,BBG000BF5RY1,-0.001422137947380775
2013-10-21,BBG000BF6LY3,0.022602321319486585
2013-10-21,BBG000BFC8J2,-0.00822173777639379
2013-10-21,BBG000BFDLV8,0.005193006750908724
2013-10-21,BBG000BFDXW1,0.00589101620029453
2013-10-21,BBG000BFL116,0.07822693616169696
2013-10-21,BBG000BFMBQ6,0.013342228152101399
2013-10-21,BBG000BFNR17,0.0066643586636663255
2013-10-21,BBG000BFQYY3,-0.008756567425569073
2013-10-21,BBG000BFRF55,0.030842745438748986
2013-10-21,BBG000BFS7D3,-0.002915451895043719
2013-10-21,BBG000BFT2L4,0.0011693419793770143
2013-10-21,BBG000BFTJ91,0.0030715225976305494
2013-10-21,BBG000BFVXX0,0.002928257686676483
2013-10-21,BBG000BFWKC0,0.00293171931151881
2013-10-21,BBG000BFXHL6,0.0025745548165629906
2013-10-21,BBG000BG09F5,-0.03173900206672564
2013-10-21,BBG000BG14P4,-0.006254907801034215
2013-10-21,BBG000BGD7W6,0.011034482758620623
2013-10-21,BBG000BGFLL5,-0.004444444444444584
2013-10-21,BBG000BGJRC8,0.012840466926070215
2013-10-21,BBG000BGKHZ3,-0.0015071590052750938
2013-10-21,BBG000BGKTF9,-0.004608938547486119
2013-10-21,BBG000BGLRN3,-0.000605877006967459
2013-10-21,BBG000BGPTV6,0.0034447376136028662
2013-10-21,BBG000BGRY34,-0.010326176036715151
2013-10-21,BBG000BGVW60,-0.0009422110552764762
2013-10-21,BBG000BGXZB5,-0.020436927413671424
2013-10-21,BBG000BGYWY6,0.005823937877996066
2013-10-21,BBG000BH13K9,-0.002683663200268138
2013-10-21,BBG000BH1NH9,-0.00023755790473922733
2013-10-21,BBG000BH23R1,0.001446131597975464
2013-10-21,BBG000BH2JM1,0.0007877116975185672
2013-10-21,BBG000BH3GZ2,0.002549490101979579
2013-10-21,BBG000BH3JF8,-0.0009722222222220411
2013-10-21,BBG000BH4R78,0.006850335070736957
2013-10-21,BBG000BH5DV1,0.0039278440500436496
2013-10-21,BBG000BH5LT6,0.014818043146655135
2013-10-21,BBG000BHB3M6,0.005397503654559488
2013-10-21,BBG000BHBK84,0.0012103606874847017
2013-10-21,BBG000BHC2S1,-0.00983379501385051
2013-10-21,BBG000BHCP19,0.00496277915632759
2013-10-21,BBG000BHGDH5,-0.0002853881278539472
2013-10-21,BBG000BHKYH4,-0.008598203072166966
2013-10-21,BBG000BHLYP4,-0.0024729923207080784
2013-10-21,BBG000BHLYS1,-0.0036932817446360122
2013-10-21,BBG000BHQ1H0,-0.0029755344941591044
2013-10-21,BBG000BHSKN9,-0.008016547229209192
2013-10-21,BBG000BHVJJ3,0.006379585326953707
2013-10-21,BBG000BHX7N2,0.004570383912248621
2013-10-21,BBG000BHZ5J9,-0.0037937960276724914
2013-10-21,BBG000BJ2VQ6,0.0012718023255813282
2013-10-21,BBG000BJ3PD2,-0.005092390513604106
2013-10-21,BBG000BJ49H3,-9.464319515406494e-05
2013-10-21,BBG000BJ81C1,0.0020790020790022457
2013-10-21,BBG000BJ8YN7,-0.001626016260162677
2013-10-21,BBG000BJ98Z0,-0.027014438751746583
2013-10-21,BBG000BJDB15,0.004299226139294898
2013-10-21,BBG000BJDPC2,0.0034502587694076325
2013-10-21,BBG000BJF1Z8,0.0076716229041442485
2013-10-21,BBG000BJL3N0,-0.003112033195020847
2013-10-21,BBG000BJPDZ1,-0.011962052883747187
2013-10-21,BBG000BJQWD2,0.001054751174609292
2013-10-21,BBG000BJSBJ0,0.002992578405554225
2013-10-21,BBG000BJX8C8,-0.003529698149951188
2013-10-21,BBG000BK5DP1,-0.021462349945434722
2013-10-21,BBG000BK67C7,-0.004524886877828038
2013-10-21,BBG000BK6G19,0.01713909030982208
2013-10-21,BBG000BK6MB5,0.023091976516633972
2013-10-21,BBG000BKCFC2,-0.0044724537507623285
2013-10-21,BBG000BKFBD7,0.0005733123118818462
2013-10-21,BBG000BKFZM4,0.006000000000000005
2013-10-21,BBG000BKLH74,-0.007791509940892061
2013-10-21,BBG000BKNX95,-0.06672558550596541
2013-10-21,BBG000BKPL53,-0.007082630691399694
2013-10-21,BBG000BKQ3V3,-0.015588298099508902
2013-10-21,BBG000BKR1D6,-0.0032538781687475593
2013-10-21,BBG000BKTFN2,-0.03449590242043066
2013-10-21,BBG000BKWSR6,-0.0022471910112358273
2013-10-21,BBG000BKZB36,-0.0009372071227741197
2013-10-21,BBG000BKZTP3,-0.0027376425855514253
2013-10-21,BBG000BL4504,-0.0070796460176990594
2013-10-21,BBG000BL79J3,-0.013780059443393666
2013-10-21,BBG000BL9JQ1,0.0
2013-10-21,BBG000BLBVN4,0.037052229906987755
2013-10-21,BBG000BLBXT4,-0.0021243449936271253
2013-10-21,BBG000BLCPY4,-0.0035174570088589707
2013-10-21,BBG000BLHRS2,-0.005414974487139346
2013-10-21,BBG000BLKK03,0.002959552778691199
2013-10-21,BBG000BLM0V1,0.003223578171770658
2013-10-21,BBG000BLMZK6,0.00020517029134170528
2013-10-21,BBG000BLNNH6,-0.0052940499482103665
2013-10-21,BBG000BLW530,-0.004778826124249513
2013-10-21,BBG000BLZRJ2,-0.008757157292017537
2013-10-21,BBG000BM5SR2,-0.02221244776775899
2013-10-21,BBG000BM6788,0.013911742707554353
2013-10-21,BBG000BM7HL0,-0.006454816285997977
2013-10-21,BBG000BMBL90,0.001808318264014508
2013-10-21,BBG000BMDV41,-0.0020876826722336927
2013-10-21,BBG000BMF5J0,-0.08285714285714285
2013-10-21,BBG000BMHYD1,-0.004692786205391042
2013-10-21,BBG000BMKDM3,-0.00650935720097634
2013-10-21,BBG000BMLWX8,-0.034944670937682054
2013-10-21,BBG000BMQPL1,-0.0031746031746030523
2013-10-21,BBG000BMTFR4,-0.00038786750446018203
2013-10-21,BBG000BMW2Z0,-0.0035289372857432166
2013-10-21,BBG000BMWV95,-0.0173731758165393
2013-10-21,BBG000BMX289,0.001031459515214106
2013-10-21,BBG000BMY992,-0.0030674846625767804
2013-10-21,BBG000BMZ7P7,0.005965061780996983
2013-10-21,BBG000BN2DC2,0.01848428835489835
2013-10-21,BBG000BN5HF7,-0.009417808219178037
2013-10-21,BBG000BN7277,0.03442622950819674
2013-10-21,BBG000BN84F3,0.0044889502762430755
2013-10-21,BBG000BN9WT5,0.00127323656735423
2013-10-21,BBG000BNBDC2,0.001815980629539915
2013-10-21,BBG000BNC3Y9,-0.00747910250769912
2013-10-21,BBG000BNDN65,0.011373266206529564
2013-10-21,BBG000BNFLM9,0.0003714020427112441
2013-10-21,BBG000BNGTQ7,0.018234003039000468
2013-10-21,BBG000BNJHS8,0.0012445550715620701
2013-10-21,BBG000BNNKG9,-0.014514514514514576
2013-10-21,BBG000BNNYW1,0.0007027406886859211
2013-10-21,BBG000BNSZP1,-0.006407563025210061
2013-10-21,BBG000BNWG87,-0.0017670966601871507
2013-10-21,BBG000BP0KQ8,-0.02117459049141035
2013-10-21,BBG000BP1152,0.02410085279940688
2013-10-21,BBG000BP1Q11,0.012476425359059906
2013-10-21,BBG000BP4MH0,0.0
2013-10-21,BBG000BP52R2,0.00333767502442206
2013-10-21,BBG000BP6LJ8,0.004461795872838792
2013-10-21,BBG000BP7JB0,0.046302250803858414
2013-10-21,BBG000BP8Z50,0.006084525571452115
2013-10-21,BBG000BPD168,-0.0021454623471357515
2013-10-21,BBG000BPH459,0.0008581235697939782
2013-10-21,BBG000BPMH90,-0.014253683536194717
2013-10-21,BBG000BPNP00,-0.0016350228569520509
2013-10-21,BBG000BPQD31,0.0002594033722440603
2013-10-21,BBG000BPQVR5,-0.01898267600442316
2013-10-21,BBG000BPT0C6,-0.002756339581036271
2013-10-21,BBG000BPVCR1,-0.03844984802431606
2013-10-21,BBG000BPWXK1,0.021545319465081647
