Date,ID,Return
2011-03-17,BBG000B9WH86,0.022676461194506725
2011-03-17,BBG000B9WJ73,0.02752562225475841
2011-03-17,BBG000B9XRY4,0.014029877882488329
2011-03-17,BBG000B9XYV2,0.011895321173671647
2011-03-17,BBG000B9YJ35,0.005872637181134177
2011-03-17,BBG000B9ZXB4,0.011774780560907638
2011-03-17,BBG000BB07P9,0.0016535758577924664
2011-03-17,BBG000BB1TH9,0.02143068282589433
2011-03-17,BBG000BB2DM7,0.00832755031228305
2011-03-17,BBG000BB2KW0,0.0007431260837256204
2011-03-17,BBG000BB5006,-0.007946400747896654
2011-03-17,BBG000BB5373,0.008325171400587417
2011-03-17,BBG000BB5792,0.008280565026790088
2011-03-17,BBG000BB5BF6,0.02142161635832518
2011-03-17,BBG000BB6G37,0.02244116037219479
2011-03-17,BBG000BB6KF5,0.01655629139072845
2011-03-17,BBG000BB6M98,-0.0008198961464882526
2011-03-17,BBG000BB6WG8,0.009001161440185923
2011-03-17,BBG000BB7B64,0.0008438818565401629
2011-03-17,BBG000BB9KF2,-0.01926444833625207
2011-03-17,BBG000BBBNC6,-0.004341819617130316
2011-03-17,BBG000BBCDZ2,0.02886549154146456
2011-03-17,BBG000BBCQD7,0.04338394793926237
2011-03-17,BBG000BBD070,0.025539522410930715
2011-03-17,BBG000BBDV81,0.02426984779925956
2011-03-17,BBG000BBGGQ1,0.017128279883381836
2011-03-17,BBG000BBJQV0,0.01882487164860236
2011-03-17,BBG000BBMSJ6,0.008270676691729317
2011-03-17,BBG000BBNYF6,0.0030487804878047697
2011-03-17,BBG000BBPFB9,0.02594258042199926
2011-03-17,BBG000BBQCY0,0.023399014778325178
2011-03-17,BBG000BBS2Y0,0.016511672044031256
2011-03-17,BBG000BBV8B8,-0.013213019658395053
2011-03-17,BBG000BBVJZ8,0.04436660828955041
2011-03-17,BBG000BBVK30,-0.015503875968992276
2011-03-17,BBG000BC15S7,0.0075845974329054044
2011-03-17,BBG000BC2C10,0.038147138964577776
2011-03-17,BBG000BC40Y8,0.03672810439930041
2011-03-17,BBG000BC4JJ4,0.025320970042795876
2011-03-17,BBG000BC8G88,0.012157056021028456
2011-03-17,BBG000BC9938,-0.012564102564102564
2011-03-17,BBG000BCBCM7,0.007759958613554163
2011-03-17,BBG000BCG930,-0.007071922961179644
2011-03-17,BBG000BCGY17,0.005616543272912944
2011-03-17,BBG000BCNYT9,0.0034403669724769603
2011-03-17,BBG000BCQZS4,0.025023607176581697
2011-03-17,BBG000BCSST7,0.009011670852415499
2011-03-17,BBG000BCTLF6,0.02118334550766998
2011-03-17,BBG000BCVJ77,0.016527279968140185
2011-03-17,BBG000BCWCG1,0.0009727626459143934
2011-03-17,BBG000BCYP43,0.004446797247220635
2011-03-17,BBG000BCZYD3,-0.00026133542401651777
2011-03-17,BBG000BD0TF8,0.012705923589204193
